#gs	avg_shap	gid	gs2
KDM4A	0.0037874193262409485	9682	KDM4A
SNCG	0.003334236447960358	6623	SNCG
USHBP1	0.000543366586027887	83878	USHBP1
SYNE3	0.0038157299446007274	161176	SYNE3
SPP2	0.0003431466846247683	6694	SPP2
SET	0.003014966063529965	6418	SET
PEX11B	0.0015681257932851143	8799	PEX11B
BAG3	0.007260184177154974	9531	BAG3
POC1B-GALNT4	0.003072924844133633	100528030	POC1B-GALNT4
SLC2A3	0.013344729827710325	6515	SLC2A3
EEF2KMT	0.0025846207524976876	196483	EEF2KMT
PGA4	0.0014932864471189824	643847	PGA4
ICE1	0.003550195685618285	23379	ICE1
FKBP1A	0.0016612427493201923	2280	FKBP1A
COPZ2	0.025368647914789277	51226	COPZ2
TNIP3	0.0005751184448050168	79931	TNIP3
CDC26	0.0003096772793852737	246184	CDC26
GPR141	0.0002488833727798294	353345	GPR141
GLI1	0.0005631675473986727	2735	GLI1
FASN	0.0009897662449289716	2194	FASN
SPG7	0.0008377759423516264	6687	SPG7
PNMA6E	0.00011734929285880913	649238	PNMA6E
MIF	0.0016397796415984014	4282	MIF
ALKBH6	0.0006490247208584323	84964	ALKBH6
MARK3	0.0014776217696303375	4140	MARK3
VEGFA	0.010310583664437748	7422	VEGFA
PTK2B	0.005607268654180349	2185	PTK2B
S100A12	0.0011856443727035273	6283	S100A12
ADO	0.0012537384108219274	84890	ADO
EDRF1	0.004630988204935836	26098	EDRF1
BBX	0.006984661071873539	56987	BBX
NCL	0.004705562947156688	4691	NCL
SPATA31D3	1.053699767975145e-05	389762	SPATA31D3
CELF1	0.004413382318844757	10658	CELF1
RNFT1	0.0035670704044945224	51136	RNFT1
CUL4B	0.003863018642708646	8450	CUL4B
BAIAP3	0.003456568174288783	8938	BAIAP3
RCVRN	0.00035113151897851676	5957	RCVRN
ANGPTL7	0.000420584390767596	10218	ANGPTL7
GINS1	0.0038021867037683183	9837	GINS1
RAD9A	0.0036470194129386174	5883	RAD9A
FES	0.0068486276924539695	2242	FES
LEAP2	0.0017705530516609568	116842	LEAP2
S1PR3	0.004871871236757685	1903	S1PR3
VEZF1	0.0058627585658971824	7716	VEZF1
CFAP95	0.0011297145734377363	138255	CFAP95
VWA1	0.004032287442586382	64856	VWA1
SLC29A2	0.0023764417498523573	3177	SLC29A2
PALLD	0.016407286376759637	23022	PALLD
TRDN	0.0013534523547209406	10345	TRDN
EPHX3	0.0011759428775942225	79852	EPHX3
SEC61A1	0.0034311810157122247	29927	SEC61A1
B3GNTL1	0.005033743403049817	146712	B3GNTL1
SF3B3	0.0017958803329613383	23450	SF3B3
KCTD9	0.010428534574765317	54793	KCTD9
ITPRIPL1	0.01300542998500326	150771	ITPRIPL1
FMNL1	0.029670402372825484	752	FMNL1
ZNF738	0.010341557012588553	148203	ZNF738
C1QTNF12	0.0015849116006401338	388581	C1QTNF12
TLCD4-RWDD3	0.005224608839428201	100527978	TLCD4-RWDD3
TRMT13	0.0059679336503165445	54482	TRMT13
NUP58	0.004024064995097584	9818	NUP58
OR9G1	3.773727353302044e-05	390174	OR9G1
ANKRD13C	0.007496726247800846	81573	ANKRD13C
PRDM14	0.0005868796290103894	63978	PRDM14
NXNL1	0.0009674951780979603	115861	NXNL1
DPYD	0.029642157531051608	1806	DPYD
P4HA1	0.009924570860345285	5033	P4HA1
ST18	0.004847681458010382	9705	ST18
MAEA	0.00759472707616969	10296	MAEA
YARS2	0.010497326478463761	51067	YARS2
ATP2B2	0.002604153733954301	491	ATP2B2
TMCO4	0.01133485529702831	255104	TMCO4
GIMAP8	0.00414270712453296	155038	GIMAP8
RAB40AL	0.005038196845288183	282808	RAB40AL
NPR3	0.023277193934999763	4883	NPR3
CHST10	0.009507456681797827	9486	CHST10
SEC31A	0.002112792043702819	22872	SEC31A
TBC1D3G	0.002436246910043327	101060321	TBC1D3G
ART5	0.0039191308378685175	116969	ART5
PEAK3	0.0019596611005650213	374872	PEAK3
CLIC1	0.007469100237559593	1192	CLIC1
RGS4	0.0240544230251295	5999	RGS4
RNF224	0.008316504162108407	643596	RNF224
OR10D3	0.00034997916173466374	26497	OR10D3
SOWAHC	0.0070770845789835555	65124	SOWAHC
DXO	0.002273273024559647	1797	DXO
GYG2	0.007503165519067442	8908	GYG2
GBP4	0.0068396469858242786	115361	GBP4
MTRNR2L2	0.0042394135577880345	100462981	MTRNR2L2
FREY1	0.0014853531334860538	143678	FREY1
DACH1	0.006068419565810045	1602	DACH1
DYNC2H1	0.006317973231528865	79659	DYNC2H1
KIF6	0.004176611857905448	221458	KIF6
SULF1	0.015958992058130353	23213	SULF1
C1QTNF3	0.0034989929573945758	114899	C1QTNF3
MARCHF2	0.0034448214981766534	51257	MARCHF2
MAGEA9	0.0010581203741695266	4108	MAGEA9
ADH6	0.0015674165169235327	130	ADH6
CRISPLD1	0.005262652543686124	83690	CRISPLD1
TNFSF10	0.011731593464438162	8743	TNFSF10
EFNA5	0.00559720528758995	1946	EFNA5
DKC1	0.0018596829866450568	1736	DKC1
NAA16	0.002277546572391317	79612	NAA16
POU6F1	0.006931808264970454	5463	POU6F1
C2orf81	0.00489077945426005	388963	C2orf81
KIZ	0.0053499495378024195	55857	KIZ
PRR30	1.150697405960743e-05	339779	PRR30
S100A2	0.016649131758364834	6273	S100A2
CDC42BPB	0.015012796884825907	9578	CDC42BPB
C11orf96	0.005313133901585932	387763	C11orf96
RRP36	0.0028548735866120722	88745	RRP36
ZNF593	0.002159541677336215	51042	ZNF593
MUC5B	0.003603382226840165	727897	MUC5B
SNX27	0.006244386419394534	81609	SNX27
PSMB10	0.013450570904189406	5699	PSMB10
MARCHF1	0.006274522311278498	55016	MARCHF1
TCERG1	0.0038515024224482102	10915	TCERG1
GET1	0.0018644484972258296	7485	GET1
ANXA2R	0.014082970669789818	389289	ANXA2R
COX1	0.010632034629824861	4512	MT-CO1
LIF	0.01033032384668016	3976	LIF
ARG2	0.010754043411272412	384	ARG2
HSPE1	0.006001635002323781	3336	HSPE1
RCN3	0.028317347245708425	57333	RCN3
U2SURP	0.001894600449134678	23350	U2SURP
ABCC3	0.00671539185703437	8714	ABCC3
DYTN	0.00012340146766084677	391475	DYTN
ZNF232	0.001937414752655469	7775	ZNF232
PELI3	0.00416242889895272	246330	PELI3
AGR2	0.011443376288977533	10551	AGR2
SPATA31D1	0.0003479154376148969	389763	SPATA31D1
MDGA1	0.0034860407291576407	266727	MDGA1
GPR160	0.005983843140434882	26996	GPR160
STX7	0.00691643046269812	8417	STX7
FERMT1	0.017333880819683786	55612	FERMT1
YY1AP1	0.003335338503739737	55249	YY1AP1
LILRB3	0.001071644568026077	11025	LILRB3
EPPK1	0.0024876648120703325	83481	EPPK1
LYZ	0.015572085998113177	4069	LYZ
DARS1	0.003920924819472771	1615	DARS1
SLC24A4	0.001399262006146031	123041	SLC24A4
MAD1L1	0.004992024530702979	8379	MAD1L1
BMT2	0.0038809526347710686	154743	BMT2
RHOJ	0.015592346171848867	57381	RHOJ
PCED1A	0.003838172040592242	64773	PCED1A
FMR1NB	0.0008028352523904406	158521	FMR1NB
GJA10	6.939217185904375e-05	84694	GJA10
APTX	0.0005346699844456472	54840	APTX
KRTAP21-1	3.504689075179558e-05	337977	KRTAP21-1
USP36	0.0020575128177602884	57602	USP36
FAM110D	0.0010833764580313787	79927	FAM110D
CCL20	0.006804976418208959	6364	CCL20
TUSC2	0.0006113533487736773	11334	TUSC2
ARL5A	0.008487727376838486	26225	ARL5A
IL18R1	0.0065607218452657665	8809	IL18R1
KIF2B	2.9866367526512518e-05	84643	KIF2B
UCHL5	0.0026982615078823577	51377	UCHL5
SMR3A	5.953574572136062e-05	26952	SMR3A
DYDC2	0.003537143284854679	84332	DYDC2
TGIF2LX	0.0030050443722291036	90316	TGIF2LX
MSC	0.017378569185327295	9242	MSC
DNAH10	0.002670850803454657	196385	DNAH10
FAM107A	0.0019027083936439542	11170	FAM107A
CIDEC	0.0029385381732205253	63924	CIDEC
SDF2L1	0.01179451201430108	23753	SDF2L1
TMEM161B	0.003275438936534811	153396	TMEM161B
CRIP3	0.002413727007083968	401262	CRIP3
ZNF266	0.001965163286535692	10781	ZNF266
C17orf99	0.002168803293136877	100141515	C17orf99
PSAP	0.010578412577984166	5660	PSAP
SPTBN2	0.0030035078952677517	6712	SPTBN2
DGKB	0.001747621327019664	1607	DGKB
HCAR2	0.011471189892084267	338442	HCAR2
MPV17L	0.0007222250227410575	255027	MPV17L
VPS16	0.0024772753024042238	64601	VPS16
ARAP2	0.003827600666682769	116984	ARAP2
PAK6	0.004025935903383834	56924	PAK6
PLEKHG4B	0.008815085195589423	153478	PLEKHG4B
THBS3	0.005499170215800077	7059	THBS3
JARID2	0.005610425252864545	3720	JARID2
GHSR	7.916981000271474e-05	2693	GHSR
FBXW8	0.0010814213355251614	26259	FBXW8
PRPF6	0.0025964253905279475	24148	PRPF6
CTLA4	0.001737459425677307	1493	CTLA4
STX11	0.006474267615453239	8676	STX11
PDE7B	0.00256219230120196	27115	PDE7B
FOXL1	0.0031019052164754806	2300	FOXL1
PABPC4	0.0009907796500491172	8761	PABPC4
OR2F2	2.113026467892937e-05	135948	OR2F2
PRKACG	3.633548574112414e-05	5568	PRKACG
IRX2-DT	0.0035994907925502176	153571	IRX2-DT
HCN1	0.0006337331548286777	348980	HCN1
KRTAP16-1	0.0002916526014294088	100505753	KRTAP16-1
CRYGB	0.0003582230952233764	1419	CRYGB
EPOR	0.0040839770547441675	2057	EPOR
TRMT44	0.0011770302666969572	152992	TRMT44
PUS3	0.000575601455444688	83480	PUS3
GRIN2D	0.005883273216497155	2906	GRIN2D
MBTPS2	0.001688427096274169	51360	MBTPS2
OR1N1	9.764140377550708e-05	138883	OR1N1
RPRD1B	0.003678256169351005	58490	RPRD1B
SLC25A25	0.003363304409402546	114789	SLC25A25
ARL13A	0.0002393655894908632	392509	ARL13A
TNFSF13B	0.005510105850297943	10673	TNFSF13B
OR10V1	1.2320546519440669e-05	390201	OR10V1
TEX13B	4.379694595191838e-05	56156	TEX13B
RORB	0.0004360859560831929	6096	RORB
SFI1	0.0006849918834813874	9814	SFI1
ZCWPW2	0.00031811706299756504	152098	ZCWPW2
COMMD9	0.0012154516469529122	29099	COMMD9
TESMIN	0.0027048086147067646	9633	TESMIN
MRPS26	0.0010128202063874828	64949	MRPS26
TOMM70	0.0006316907331436275	9868	TOMM70
TULP3	0.003287453107228887	7289	TULP3
SCOC	0.0021266474995688387	60592	SCOC
CCL14	0.0002770763544708117	6358	CCL14
PRAMEF9	2.9749463458200365e-05	343070	PRAMEF9
IKBKE	0.0012267897334905346	9641	IKBKE
ALDH4A1	0.002506118854030353	8659	ALDH4A1
ZNF32	0.0040985655745409775	7580	ZNF32
PLPPR2	0.003147417658971369	64748	PLPPR2
VLDLR	0.0012293365695633617	7436	VLDLR
SDCCAG8	0.003394184150710135	10806	SDCCAG8
OR12D2	0.00021641162079721868	26529	OR12D2
TTYH1	0.00204069262851471	57348	TTYH1
ZMYND12	0.0015055306091936304	84217	ZMYND12
MMP24OS	0.00176441491363661	101410538	MMP24OS
CCDC40	0.0011861994937412633	55036	CCDC40
PGGHG	0.0038418567180865506	80162	PGGHG
ENC1	0.004838850746540223	8507	ENC1
MAPK14	0.0010981406070313467	1432	MAPK14
CLK2	0.0013039654764141486	1196	CLK2
TPM2	0.008131033338247684	7169	TPM2
NTF4	0.0025434230310349857	4909	NTF4
CSNK2A3	0.0017007905039792288	283106	CSNK2A3
OR9Q2	1.80248790324051e-07	219957	OR9Q2
STIM2	0.0007092956850635959	57620	STIM2
ARHGAP19	0.0007491042075301834	84986	ARHGAP19
ZNF112	0.0016954819279802107	7771	ZNF112
HBM	0.00011231927097854018	3042	HBM
CSDE1	0.003137671945680671	7812	CSDE1
COQ9	0.0011876063472850697	57017	COQ9
TCN1	0.0021175302356831074	6947	TCN1
ATP8	0.006709020579144353	4509	MT-ATP8
PODXL	0.006095689021341732	5420	PODXL
CPNE9	0.0005559102281808281	151835	CPNE9
CMBL	0.00226258307041989	134147	CMBL
RPP40	0.0024840992250826717	10799	RPP40
SEC13	0.0015757872473307613	6396	SEC13
DCAF13	0.002347868770315426	25879	DCAF13
TMEM63A	0.0020051682723811652	9725	TMEM63A
PPP2R5C	0.0008923011754363863	5527	PPP2R5C
HES2	0.003423410029691118	54626	HES2
LRRC38	0.001217623733549367	126755	LRRC38
PPP1CA	0.0026152413506860283	5499	PPP1CA
IL10RB	0.0011678434324341714	3588	IL10RB
MYCN	0.0014902363484160883	4613	MYCN
MTFR1	0.0008867884304845018	9650	MTFR1
DUSP9	0.0024017429930057906	1852	DUSP9
LRP1	0.008922783076040006	4035	LRP1
PKM	0.0018355870126813187	5315	PKM
IKZF4	0.0007337000373970838	64375	IKZF4
VPS4A	0.0022221160404288193	27183	VPS4A
EBLN2	0.0020853854440641	55096	EBLN2
PSMA3	0.0013379901306368363	5684	PSMA3
PSMC5	0.0010729938228469598	5705	PSMC5
IL1RL2	0.001053000552633083	8808	IL1RL2
MZT2B	0.0027073425842336026	80097	MZT2B
LCE1B	0.0002886196080289367	353132	LCE1B
DNTT	0.0023528105692802097	1791	DNTT
GBP7	0.0002565411160262512	388646	GBP7
ATP6AP1L	0.002677860420924071	92270	ATP6AP1L
PDIA6	0.0024019683061160774	10130	PDIA6
ANTXR2	0.017298279077988695	118429	ANTXR2
IL12A	0.00260196383320827	3592	IL12A
APLP2	0.007310475052872515	334	APLP2
INTS9	0.0023941394842739824	55756	INTS9
SPR	0.005708003884453234	6697	SPR
ZNF436	0.001667330697848421	80818	ZNF436
ZNF251	0.002303386709100512	90987	ZNF251
ZNRF2	0.0035217469471321085	223082	ZNRF2
RING1	0.0010680289857588647	6015	RING1
ZNF275	0.0039043798170843927	10838	ZNF275
HVCN1	0.015716783686571884	84329	HVCN1
INO80C	0.0021883078412484836	125476	INO80C
CSNK1A1	0.0008420343326362143	1452	CSNK1A1
KLK1	0.002203242420438245	3816	KLK1
ZNF575	0.0010920872017385853	284346	ZNF575
RBM15B	0.0016822185877723053	29890	RBM15B
ILRUN	0.0035637117715430337	64771	ILRUN
LMTK2	0.002539401359474859	22853	LMTK2
PIF1	0.0018520608097883575	80119	PIF1
KAT14	0.0036569711522275823	57325	KAT14
ZNF559-ZNF177	0.004911004646467168	100529215	ZNF559-ZNF177
DMRTC1	0.0003317763619160725	63947	DMRTC1
DAZAP2	0.002734528621432425	9802	DAZAP2
GPR12	0.0005724055990014868	2835	GPR12
CREB3L4	0.0020810375663536176	148327	CREB3L4
KPRP	0.0005024764345149878	448834	KPRP
OTUD6B	0.003088764806962985	51633	OTUD6B
GSTM1	0.0061336770543588695	2944	GSTM1
TCP11X2	0.00034926926162749444	100996648	TCP11X2
GPAT2	0.0031002815532057545	150763	GPAT2
OR6V1	8.406436281332165e-05	346517	OR6V1
ROPN1	0.0021194917544013077	54763	ROPN1
RASA4	0.001300252052290866	10156	RASA4
GALNT3	0.0030095890774593935	2591	GALNT3
DMKN	0.0014180501597993904	93099	DMKN
DUSP22	0.0023491776178997197	56940	DUSP22
SFPQ	0.0018677761286227481	6421	SFPQ
SNAPC5	0.005214770169842199	10302	SNAPC5
SEPTIN8	0.004947083384854455	23176	SEPTIN8
TRIM38	0.0012630458115401413	10475	TRIM38
CSNK2B	0.006787882567159722	1460	CSNK2B
MOGAT3	0.0024163313580113587	346606	MOGAT3
LY86	0.0041641396527031995	9450	LY86
CCDC200	0.0014731678063737387	100874261	CCDC200
ARMC6	0.0014160651187714386	93436	ARMC6
FAM120A	0.005020732708787454	23196	FAM120A
HRCT1	0.004573156896312588	646962	HRCT1
ALDH1B1	0.002975656160851622	219	ALDH1B1
CWC27	0.0014097608764862262	10283	CWC27
NRCAM	0.011754433244133769	4897	NRCAM
SLC29A1	0.0036650646235728175	2030	SLC29A1
PROX1	0.007212362183405827	5629	PROX1
DPF2	0.002110582520227386	5977	DPF2
TMEM37	0.001894230908932888	140738	TMEM37
MINAR2	9.867867915699683e-05	100127206	MINAR2
LGALS3BP	0.006760033810710957	3959	LGALS3BP
RASSF7	0.00772728726803554	8045	RASSF7
MCMDC2	0.0018481261133894474	157777	MCMDC2
TRIM13	0.001562585855487715	10206	TRIM13
METTL25	0.0019563061848840145	84190	METTL25
TRAK1	0.010275117195992568	22906	TRAK1
DDAH2	0.009802138469357893	23564	DDAH2
PLCH1	0.0021491111604481773	23007	PLCH1
C5orf52	5.497270338563276e-05	100190949	C5orf52
GFY	0.0016264879517100294	100507003	GFY
TEX56P	0.00044441971581351235	404220	TEX56P
AADACL2	0.00023413802609031082	344752	AADACL2
SLC7A3	0.00703243414085646	84889	SLC7A3
DPPA3	0.0006212356725734226	359787	DPPA3
EMD	0.0012030730352701339	2010	EMD
CLNS1A	0.013407988764549359	1207	CLNS1A
DISP1	0.0016426353657201958	84976	DISP1
DNAJC5G	0.00046185853376967407	285126	DNAJC5G
OR4S1	3.837085996180474e-06	256148	OR4S1
AHSG	0.000777337730061078	197	AHSG
PLAAT2	0.002891095562487385	54979	PLAAT2
XYLB	0.0031219992642485725	9942	XYLB
LY6K	0.005131908293697394	54742	LY6K
PPP1R16A	0.0010892393374981018	84988	PPP1R16A
H2BC13	0.0012422554483426263	8340	H2BC13
PCDH15	0.0014857763613002728	65217	PCDH15
C17orf67	0.0013225203336109173	339210	C17orf67
HEPHL1	0.000741369041162738	341208	HEPHL1
FSIP1	0.00047619673967784395	161835	FSIP1
CNOT3	0.0008750098647625824	4849	CNOT3
HACL1	0.0009820059444926312	26061	HACL1
SAA2-SAA4	0.0014178315800550993	100528017	SAA2-SAA4
ZFAND1	0.0011293824227000036	79752	ZFAND1
SCRIB	0.0010321944258795158	23513	SCRIB
GPR27	0.00239084999532481	2850	GPR27
PDCD1LG2	0.003937337546137243	80380	PDCD1LG2
ESM1	0.011878299637813458	11082	ESM1
NPRL3	0.006125203306766243	8131	NPRL3
CD5L	0.00031026327485222867	922	CD5L
N4BP3	0.004622557746278281	23138	N4BP3
EIF3C	0.0050314096815672164	8663	EIF3C
ATP13A1	0.007297493624327122	57130	ATP13A1
HTT	0.005204530658136253	3064	HTT
CDIP1	0.007089664130245589	29965	CDIP1
CYP26A1	0.009987500111569299	1592	CYP26A1
SSH3	0.03928269968644425	54961	SSH3
CCDC142	0.006862408598043364	84865	CCDC142
JAKMIP1	0.008263788189075959	152789	JAKMIP1
AUH	0.0017069861957986234	549	AUH
AK4	0.01094415018562133	205	AK4
RAX2	0.00024270313592449858	84839	RAX2
CISD3	0.008492164923207082	284106	CISD3
RAE1	0.007988527231722475	8480	RAE1
MNX1	0.007230460230265018	3110	MNX1
CLPX	0.002920191197616481	10845	CLPX
PGK1	0.01721078116405849	5230	PGK1
ABCC12	0.000342586674187265	94160	ABCC12
ITM2C	0.003171330483266108	81618	ITM2C
LSMEM2	0.0001856425783336228	132228	LSMEM2
TG	0.0006658792750438153	7038	TG
RNF182	0.003036572181483502	221687	RNF182
KLHDC8B	0.006381915648233324	200942	KLHDC8B
CHD4	0.0009656672261116949	1108	CHD4
SPI1	0.0025839018781316026	6688	SPI1
IL20	0.0005373722165732433	50604	IL20
VIRMA	0.0026276700980893838	25962	VIRMA
NAT1	0.002665177713845876	9	NAT1
COLEC12	0.002629436350719214	81035	COLEC12
HEY1	0.005061292614212318	23462	HEY1
OR1B1	7.809040674670634e-05	347169	OR1B1
OR2T11	2.9707886064714017e-05	127077	OR2T11
TWNK	0.0035800471797608688	56652	TWNK
INPP5K	0.0041993792940388675	51763	INPP5K
B9D1	0.002559244986264999	27077	B9D1
TNKS	0.001409709384209954	8658	TNKS
CFAP69	0.005673152044122228	79846	CFAP69
NHSL1	0.004259709654885551	57224	NHSL1
TMEM151A	0.0020095363199278157	256472	TMEM151A
FBXO9	0.0032468062738353	26268	FBXO9
PRSS3	0.012930600493050783	5646	PRSS3
DIPK2B	0.0005220470839655051	79742	DIPK2B
TRIM74	0.0018159533343841006	378108	TRIM74
CD180	0.005323261544356815	4064	CD180
CXCL2	0.009291274434819932	2920	CXCL2
GNPDA2	0.002572594305614913	132789	GNPDA2
ABCA8	0.009884286288407313	10351	ABCA8
TVP23B	0.0019015148763152129	51030	TVP23B
OLFML2A	0.002872876723781852	169611	OLFML2A
ZC3H12A	0.0009880280158743892	80149	ZC3H12A
PTPRD	0.003332302754069514	5789	PTPRD
SLC25A13	0.002641618108733404	10165	SLC25A13
TCEAL1	0.004910337938099986	9338	TCEAL1
CHCHD1	0.0023389754631213747	118487	CHCHD1
MYCL	0.0026564455312220237	4610	MYCL
NOL11	0.0017047171412794113	25926	NOL11
TM9SF3	0.005881328327141769	56889	TM9SF3
TMEM59L	0.009789190184611449	25789	TMEM59L
NFIB	0.00902439009783	4781	NFIB
GPR155	0.0025092385941153676	151556	GPR155
SGIP1	0.0039049366481106757	84251	SGIP1
MEAF6	0.005546746231888011	64769	MEAF6
GON7	0.004099960392593746	84520	GON7
FOXI3	0.0018971182535368288	344167	FOXI3
NLE1	0.0016411080891436049	54475	NLE1
FZD1	0.0069700121161714946	8321	FZD1
SETD1A	0.0049877796508123315	9739	SETD1A
ZNF772	0.004844914614647538	400720	ZNF772
FAM72C	0.003996058277507576	554282	FAM72C
PA2G4	0.0017206846935176774	5036	PA2G4
MORC4	0.002336092941532308	79710	MORC4
VTA1	0.003519376012249181	51534	VTA1
RSL1D1	0.0031583048346928203	26156	RSL1D1
CDC25A	0.004308606094296096	993	CDC25A
KRTAP4-5	2.9212278195827015e-05	85289	KRTAP4-5
KRTAP4-12	0.00023553340923261672	83755	KRTAP4-12
ERAP1	0.010321307527105082	51752	ERAP1
SMURF1	0.004801534449407131	57154	SMURF1
CHODL	0.002162324417746753	140578	CHODL
CCDC107	0.0027361375979343076	203260	CCDC107
PRDX4	0.0031032214425197285	10549	PRDX4
MCM7	0.004094559769582809	4176	MCM7
SLC3A2	0.005243822871496624	6520	SLC3A2
KBTBD3	0.0028809719319237595	143879	KBTBD3
GPR108	0.0024289102403906126	56927	GPR108
NRG4	0.00711643572812811	145957	NRG4
CNNM1	0.012012028793106727	26507	CNNM1
R3HDML	0.00026091868293900495	140902	R3HDML
SLC29A3	0.004005426950731772	55315	SLC29A3
IL31	0.00011102694459213207	386653	IL31
RAC1	0.002007534579315403	5879	RAC1
CLEC1B	0.0010128296220207208	51266	CLEC1B
FBXO45	0.0033865258356359125	200933	FBXO45
THAP4	0.00440199541344947	51078	THAP4
GNL2	0.0014399747810109268	29889	GNL2
GABBR2	0.003106982701721752	9568	GABBR2
PHGR1	0.009663696707789217	644844	PHGR1
TSTD3	0.004555764247464776	100130890	TSTD3
PRAMEF14	0.0001840141508476988	729528	PRAMEF14
GRAP2	0.005913347959127373	9402	GRAP2
SH3BP4	0.013079929755800704	23677	SH3BP4
ASPRV1	0.003863885607830655	151516	ASPRV1
UBE2R2	0.0057669118930294165	54926	UBE2R2
NR6A1	0.007999259884585013	2649	NR6A1
FBXO32	0.010854144617974612	114907	FBXO32
HMGN1	0.005363752792312874	3150	HMGN1
PADI1	0.029805171463021037	29943	PADI1
LGALS13	0.0005721505359058863	29124	LGALS13
MBNL2	0.004400715706274413	10150	MBNL2
TUBA8	0.0021315841884042694	51807	TUBA8
BPIFA1	0.0007082194255258747	51297	BPIFA1
TNP1	0.00031098268609576886	7141	TNP1
GPR132	0.0066191840436513535	29933	GPR132
VASP	0.007807019245955234	7408	VASP
ALKAL1	0.0014583370940554512	389658	ALKAL1
MRPL2	0.0017692505381308149	51069	MRPL2
MPG	0.012769433548311554	4350	MPG
RUNDC3A	0.008900336449692261	10900	RUNDC3A
PLG	0.0007764473812818262	5340	PLG
LNX2	0.003102287513568986	222484	LNX2
CDC42EP2	0.011994003790879981	10435	CDC42EP2
CES5A	0.0005715736968437139	221223	CES5A
OR1G1	0.0001256176416156453	8390	OR1G1
AASDHPPT	0.0071061436133549516	60496	AASDHPPT
NEURL3	0.004611408677524201	93082	NEURL3
GET1-SH3BGR	0.0025099937845533414	106865373	GET1-SH3BGR
PPP2R5B	0.010906471943175927	5526	PPP2R5B
OR11G2	8.259996716500169e-06	390439	OR11G2
ACOT8	0.004148190374061041	10005	ACOT8
MECR	0.0032112855148427517	51102	MECR
HERPUD1	0.003961872728020711	9709	HERPUD1
PAPLN	0.007681828284462686	89932	PAPLN
ROPN1B	0.006707680273643836	152015	ROPN1B
RBM26	0.0032416984743216647	64062	RBM26
ZNF723	0.000789725982854442	646864	ZNF723
INO80B	0.0040630771501450865	83444	INO80B
USH2A	0.002068152864428116	7399	USH2A
CNTN3	0.002699722018905425	5067	CNTN3
PKIG	0.0019540799330173943	11142	PKIG
CCDC125	0.0009745371716539983	202243	CCDC125
OR5AN1	5.676016516207775e-06	390195	OR5AN1
AXL	0.005248238193648408	558	AXL
PSMD10	0.0024365114159741186	5716	PSMD10
TMCC3	0.006974115635489393	57458	TMCC3
PRKAA1	0.0027667379326179347	5562	PRKAA1
DDX28	0.0009564922815353741	55794	DDX28
LAMTOR1	0.006799615544438326	55004	LAMTOR1
GTF3C3	0.0017443584077024437	9330	GTF3C3
PGAP4	0.004259721285915441	84302	PGAP4
FUT8	0.004688849540373725	2530	FUT8
SMPDL3B	0.006196309938703761	27293	SMPDL3B
LYNX1-SLURP2	0.0009472224964506942	111188157	LYNX1-SLURP2
FAM135A	0.0023680489748869353	57579	FAM135A
CATSPERB	0.0016767910600517875	79820	CATSPERB
ADH7	0.0015056645107928118	131	ADH7
UNC119	0.0022111714685616626	9094	UNC119
API5	0.0036624558596104334	8539	API5
YWHAG	0.002775340473320296	7532	YWHAG
RIPPLY1	0.0004388452200951993	92129	RIPPLY1
COX7A1	0.0029502429665989355	1346	COX7A1
PPP1R2B	0.0003230544016585359	153743	PPP1R2B
TEX11	0.0006984834445627806	56159	TEX11
FRA10AC1	0.003111061758126773	118924	FRA10AC1
ITM2A	0.020139735974491414	9452	ITM2A
TIGD4	0.0014813462691235224	201798	TIGD4
CXCR4	0.006314677249561537	7852	CXCR4
PML	0.009574707594621033	5371	PML
HSP90AA1	0.011288086236233001	3320	HSP90AA1
PPP1R26	0.007288455681631561	9858	PPP1R26
MAGOHB	0.0019506534153190152	55110	MAGOHB
MYOF	0.01580672031487537	26509	MYOF
GCGR	0.0014557380541969644	2642	GCGR
RPUSD1	0.0069799432075740514	113000	RPUSD1
CYP4F22	0.002916826786072479	126410	CYP4F22
IFNK	0.0002648509530305189	56832	IFNK
GPX8	0.024922304064706798	493869	GPX8
GPR15LG	0.006298035629678697	387695	GPR15LG
GK5	0.007557298250911231	256356	GK5
DTHD1	0.0007134392023299974	401124	DTHD1
VPS37B	0.0060443159282549674	79720	VPS37B
ITGA4	0.007460629620527132	3676	ITGA4
G3BP1	0.006644042979184686	10146	G3BP1
SLC27A3	0.021871276011858808	11000	SLC27A3
TFCP2	0.005051037396984777	7024	TFCP2
CST9L	0.00014881131966660246	128821	CST9L
ARL6IP5	0.012165575240785504	10550	ARL6IP5
NLGN1	0.012535457115620164	22871	NLGN1
C5orf34	0.0025043907681629013	375444	C5orf34
TMEM150B	0.0010304485946767104	284417	TMEM150B
EEF1AKMT1	0.0014795799295724789	221143	EEF1AKMT1
TRNAU1AP	0.005152956276685306	54952	TRNAU1AP
UBD	0.00654908735286722	10537	UBD
TBC1D3K	0.0006853994409959189	101060351	TBC1D3K
FCMR	0.00812621364315639	9214	FCMR
ABHD14B	0.003859426570947115	84836	ABHD14B
PPP1R8	0.001776324662325123	5511	PPP1R8
ADRB2	0.013583879488793735	154	ADRB2
PIAS4	0.000902823752571242	51588	PIAS4
ANKRD49	0.0006709475472055381	54851	ANKRD49
EDN1	0.0024087192627276176	1906	EDN1
NIPAL4	0.0005224068990883236	348938	NIPAL4
